shot,CapCam1.png,CapCam3.png,CapCam4.png,CapCam5.png,RailGap.png
019586,0,0,0,0,0
019587,0,0,0,0,0
019588,1,0,0,0,0
019589,0,0,0,0,0
019590,0,0,0,0,0
019591,0,0,0,0,0
019593,0,0,0,0,0
019594,0,0,0,0,0
019595,0,0,0,0,0
019596,0,0,0,0,0
019597,0,0,0,0,0
019598,0,0,0,0,0
019599,0,0,0,0,0
019600,0,0,0,0,0
019601,0,0,0,0,0
019602,0,0,0,0,0
019603,0,0,0,0,0
019604,0,0,0,0,0
019605,0,0,0,0,0
019606,0,0,0,0,0
019607,0,0,0,0,0
019608,0,0,0,0,0
019609,0,0,0,0,0
019610,0,0,0,0,0
019611,0,0,0,0,0
019612,0,0,0,0,0
019613,1,0,0,0,0
019614,0,0,0,0,0
019615,0,0,0,0,0
019616,0,0,0,0,0
019617,0,0,0,0,0
019618,0,0,0,0,0
019619,0,0,0,0,0
019620,0,0,0,0,0
019621,0,0,0,0,0
019622,0,0,0,0,0
019623,0,0,0,0,0
019624,0,0,0,0,0
019625,0,0,0,0,0
019626,0,0,0,0,0
019627,0,0,0,0,0
019628,0,0,0,0,0
019629,0,0,0,0,0
019630,0,0,0,0,0
019631,0,0,0,0,0
019633,0,0,0,0,0
019634,0,0,0,0,0
019635,0,0,0,0,0
019636,0,0,0,0,0
019637,0,0,0,0,0
019638,0,0,0,0,0
019639,0,0,0,0,0
019640,0,0,0,0,0
019641,0,0,0,0,0
019642,0,0,0,0,0
019643,0,0,0,0,0
019644,0,0,0,0,0
019645,0,0,0,0,0
019646,0,0,0,0,0
019647,0,0,0,0,0
019648,0,0,0,0,0
019649,0,0,0,0,0
019650,0,0,0,0,0
019651,0,0,0,0,0
019652,0,0,0,0,0
019653,0,0,0,0,0
019654,0,0,0,0,0
019655,0,0,0,0,0
019656,0,0,0,0,0
019657,0,0,0,0,0
019658,0,0,0,0,0
019659,0,0,0,0,0
019660,0,0,0,0,0
019661,0,0,0,0,0
019662,0,0,0,0,0
019663,0,0,0,0,0
019664,0,0,0,0,0
019665,0,0,0,0,0
019666,0,0,0,0,0
019667,0,0,0,0,0
019668,0,0,0,0,0
019669,0,0,0,0,0
019670,0,0,0,0,0
019671,0,0,0,0,0
019672,0,0,0,0,0
019673,1,0,0,1,0
019674,0,0,0,0,0
019675,0,0,0,0,0
019676,0,0,0,0,0
019677,0,0,0,0,0
019678,0,0,0,0,0
019679,0,0,0,0,0
019680,1,0,0,0,0
019681,0,0,0,0,0
019682,0,0,0,0,0
019683,0,0,0,0,0
019684,0,0,0,0,0
019685,0,0,0,0,0
019686,0,0,0,0,0
019687,0,0,0,0,0
019688,0,0,0,0,0
019689,0,0,0,0,0
019690,0,0,0,0,0
019691,0,0,0,0,0
019692,0,0,0,0,0
019693,0,0,0,0,0
019694,0,0,0,0,0
019695,0,0,0,0,0
019696,0,0,0,0,0
019697,0,0,0,0,0
019698,0,0,0,0,0
019699,0,0,0,0,0
019700,0,0,0,0,0
019701,0,0,0,0,0
019702,0,0,0,0,0
019703,0,0,0,0,0
019704,0,0,0,0,0
019705,0,0,0,0,0
019706,0,0,0,0,0
019707,0,0,0,0,0
019708,0,0,0,0,0
019709,0,0,0,0,0
019710,0,0,0,0,0
019711,0,0,0,0,0
019712,0,0,0,0,0
019713,0,0,0,0,0
019714,1,0,0,0,0
019715,0,0,0,0,0
019716,0,0,0,0,0
019717,0,0,0,0,0
019718,0,0,0,0,0
019719,0,0,0,0,0
019720,0,0,0,0,0
019721,0,0,0,0,0
019722,0,0,0,0,0
019723,0,0,0,0,0
019724,0,0,0,0,0
019725,0,0,0,0,0
019726,0,0,0,0,0
019727,0,0,0,0,0
019728,0,0,0,0,0
019729,0,0,0,0,0
019730,0,0,0,0,0
019731,0,0,0,0,0
019732,0,0,0,0,1
019733,0,0,0,0,0
019734,0,0,0,0,0
019735,0,0,0,0,0
019736,0,0,0,0,0
019737,0,0,0,0,0
019738,0,0,0,0,0
019739,0,0,0,0,0
019740,0,0,0,0,0
019741,0,0,0,0,0
019742,0,0,0,0,0
019743,0,0,0,0,0
019744,1,0,0,0,0
019745,0,0,0,0,0
019746,0,0,0,0,0
019747,0,0,0,0,0
019748,0,0,0,0,0
019749,0,0,0,0,0
019750,0,0,0,0,0
019751,0,0,0,0,0
019752,0,0,0,0,0
019753,0,0,0,0,0
019754,0,0,0,0,0
019755,0,0,0,0,0
019756,0,0,0,0,0
019757,0,0,0,0,0
019758,0,0,0,0,0
019759,0,0,0,0,0
019760,0,0,0,0,0
019761,0,0,0,0,0
019762,0,0,0,0,0
019763,0,0,0,0,0
019764,0,0,0,0,0
019765,0,0,0,0,0
019766,0,0,0,0,0
019767,0,0,0,0,0
019768,0,0,0,0,0
019769,0,0,0,0,0
019771,0,0,0,0,0
019772,0,0,0,0,0
019773,0,0,0,0,0
019774,0,0,0,0,0
019775,0,0,0,0,0
019777,0,0,0,0,0
019778,0,0,0,0,0
019779,0,0,0,0,0
019780,0,0,0,0,0
019781,0,0,0,0,0
019782,0,0,0,0,0
019783,0,0,0,0,0
019784,0,0,0,0,0
019785,0,0,0,0,0
019786,0,0,0,0,0
019787,0,0,0,0,0
019788,0,0,0,0,0
019789,0,0,0,0,0
019790,0,0,0,0,0
019791,0,0,0,0,0
019792,0,0,0,0,0
019793,0,0,0,0,0
019794,0,0,0,0,0
019795,0,0,0,0,0
019796,0,0,0,0,0
019797,0,0,0,0,0
019798,0,0,0,0,0
019799,0,0,0,0,0
019800,0,0,0,0,0
019801,0,0,0,0,0
019802,0,0,0,0,0
019803,0,0,0,0,0
019804,0,0,0,0,0
019805,0,0,0,0,0
019806,0,0,0,0,0
019807,0,0,0,0,0
019808,0,0,0,0,0
019809,0,0,0,0,0
019810,0,0,0,0,0
019811,0,0,0,0,0
019812,0,0,0,0,0
019813,0,0,0,0,0
019814,0,0,0,0,0
019815,0,0,0,0,0
019816,0,0,0,0,0
019817,0,0,0,0,0
019818,0,0,0,0,0
019819,0,0,0,0,0
019820,0,0,0,0,0
019821,0,0,0,0,0
019822,0,0,0,0,0
019823,0,0,0,0,0
019824,0,0,0,0,0
019825,0,0,0,0,0
019826,0,0,0,0,0
019827,1,0,0,0,0
019828,0,0,0,0,0
019829,0,0,0,0,0
019830,0,0,0,0,0
019831,0,0,0,0,0
019832,0,0,0,0,0
019833,0,0,0,0,0
019834,0,0,0,0,0
019835,0,0,0,0,0
019836,0,0,0,0,0
019837,0,0,0,0,0
019838,0,0,0,0,0
019839,0,0,0,0,0
019840,0,0,0,0,0
019841,0,0,0,0,0
019842,0,0,0,0,0
019843,0,0,0,0,0
019844,0,0,0,0,0
019845,0,0,0,0,0
019846,0,0,0,0,0
019847,0,0,0,0,0
019848,0,0,0,0,0
019849,0,0,0,0,0
019850,0,0,0,0,0
019851,0,0,0,0,0
019852,0,0,0,0,0
019853,0,0,0,0,0
019854,1,0,0,0,0
019855,0,0,0,0,0
019856,0,0,0,0,0
019857,1,0,0,0,0
019858,0,0,0,0,0
019859,0,0,0,0,0
019860,0,0,0,0,0
019861,0,0,0,0,0
019862,0,0,0,0,0
019863,0,0,0,0,0
019864,0,0,0,0,0
019865,0,0,0,0,0
019866,0,0,0,0,0
019867,0,0,0,0,0
019868,0,0,0,0,0
019869,0,0,0,0,0
019870,0,0,0,0,0
019871,0,0,0,0,0
019872,0,0,0,0,0
019873,0,0,0,0,0
019874,0,0,0,0,0
019875,0,0,0,0,0
019876,0,0,0,0,0
019877,0,0,0,0,0
019878,0,0,0,0,0
019879,0,0,0,0,0
019880,0,0,0,0,0
019881,0,0,0,0,0
019882,0,0,0,0,0
019883,0,0,0,0,0
019884,0,0,0,0,0
019885,0,0,0,0,0
019886,0,0,0,0,0
019887,0,0,0,0,0
019888,0,0,0,0,0
019889,1,0,0,0,1
019890,0,0,0,0,0
019891,0,0,0,0,0
019892,0,0,0,0,0
019893,0,0,0,0,0
019894,1,0,0,0,0
019895,0,0,0,0,0
019896,0,0,0,0,0
019897,0,0,0,0,0
019898,0,0,0,0,0
019899,0,0,0,0,0
019900,0,0,0,0,0
019901,0,0,0,0,0
019902,0,0,0,0,0
019903,0,0,0,0,0
019904,0,0,0,0,0
019905,0,0,0,0,0
019906,0,0,0,0,0
019907,0,0,0,0,0
019908,0,0,0,0,0
019909,0,0,0,0,0
019910,0,0,0,0,0
019911,0,0,0,0,0
019912,0,0,0,0,0
019913,0,0,0,0,0
019914,0,0,0,0,0
019915,0,0,0,0,0
019916,0,0,0,0,0
019917,1,0,0,0,0
019918,0,0,0,0,0
019919,0,0,0,0,0
019920,0,0,0,0,0
019921,0,0,0,0,0
019922,0,0,0,0,0
019923,0,0,0,0,0
019924,0,0,0,0,0
019925,0,0,0,0,0
019926,0,0,0,0,0
019927,0,0,0,0,0
019928,0,0,0,0,0
019929,1,0,0,0,0
019930,0,0,0,0,0
019931,0,0,0,0,0
019932,0,0,0,0,0
019933,0,0,0,0,0
019934,0,0,0,0,0
019935,0,0,0,0,0
019936,0,0,0,0,0
019937,0,0,0,0,0
019938,0,0,0,0,0
019939,0,0,0,0,0
019940,0,0,0,0,0
019941,0,0,0,0,0
019942,0,0,0,0,0
019943,0,0,0,0,0
019944,0,0,0,0,0
019945,0,0,0,0,0
019946,0,0,0,0,0
019947,0,0,0,0,0
019948,0,0,0,0,0
019949,0,0,0,0,0
019950,0,0,0,0,0
019951,0,0,0,0,0
019952,0,0,0,0,0
019953,0,0,0,0,0
019954,0,0,0,0,0
019955,0,0,0,0,0
019956,0,0,0,0,0
019957,0,0,0,0,0
019958,1,0,0,0,0
019959,0,0,0,0,0
019960,0,0,,,
019961,0,0,,,
019962,0,0,,,
019963,0,0,,,
019964,0,0,0,0,0
019965,0,0,0,0,0
019966,0,0,0,0,0
019967,0,0,0,0,0
019968,0,0,0,0,0
019969,0,0,0,0,0
019970,0,0,0,0,0
019971,0,0,0,0,0
019972,0,0,0,0,0
019973,0,0,0,0,0
019974,0,0,0,0,0
019975,0,0,0,0,0
019976,0,0,0,0,0
019977,0,0,0,0,0
019978,0,0,0,0,0
019979,0,0,0,0,0
019980,0,0,0,0,0
019981,0,0,0,0,0
019982,0,0,0,0,0
019983,0,0,0,0,0
019984,0,0,0,0,0
019985,0,0,0,0,0
019986,0,0,0,0,0
019987,0,0,0,0,0
019988,0,0,0,0,0
019989,0,0,0,0,0
019991,0,0,0,0,0
019992,0,0,0,0,0
019993,0,0,0,0,0
019994,0,0,0,0,0
019995,0,0,0,0,0
019996,0,0,0,0,0
019997,0,0,0,0,0
019998,0,0,0,0,0
019999,0,0,0,0,0
020000,0,0,0,0,0
020001,0,0,0,0,0
020002,0,0,0,0,0
020003,0,0,0,0,0
020004,0,0,0,0,0
020005,1,0,0,0,0
020006,0,0,0,0,0
020007,0,0,0,0,0
020008,0,0,0,0,0
020009,0,0,0,0,0
020010,0,0,0,0,0
020011,0,0,0,0,0
020012,0,0,0,0,0
020013,1,0,0,0,0
020014,0,0,0,0,0
020015,0,0,0,0,0
020016,0,0,0,0,0
020017,0,0,0,0,0
020018,0,0,0,0,0
020019,0,0,0,0,0
020020,0,0,0,0,0
020021,0,0,0,0,0
020022,0,0,0,0,0
020023,0,0,0,0,0
020024,0,0,0,0,0
020025,0,0,0,0,0
020026,0,0,0,0,0
020027,0,0,0,0,0
020028,0,0,0,0,0
020029,0,0,0,0,0
020030,0,0,0,0,0
020031,0,0,0,0,0
020032,0,0,0,0,0
020033,0,0,0,0,0
020034,0,0,0,0,0
020036,0,0,0,0,0
020037,0,0,0,0,0
020038,0,0,0,0,0
020039,0,0,0,0,0
020040,0,0,0,0,0
020041,0,0,0,0,0
020042,0,0,0,0,0
020043,0,0,0,0,0
020044,0,0,0,0,0
020045,0,0,0,0,0
020046,0,0,0,0,0
020047,0,0,0,0,0
020048,0,0,0,0,0
020049,1,0,0,0,0
020050,0,0,0,0,0
020051,0,0,0,0,0
020052,0,0,0,0,0
020053,1,0,0,0,0
020054,0,0,0,0,0
020055,0,0,0,0,0
020056,0,0,0,0,0
020057,0,0,0,0,0
020058,0,0,0,0,0
020059,0,0,0,0,0
020060,0,0,0,0,0
020061,0,0,0,0,0
020062,0,0,0,0,0
020063,0,0,0,0,0
020064,0,0,0,0,0
020065,0,0,0,0,0
020066,0,0,0,0,0
020067,0,0,0,0,0
020068,0,0,0,0,0
020069,0,0,0,0,0
020070,0,0,0,0,0
020071,0,0,0,0,0
020072,0,0,0,0,0
020073,0,0,0,0,0
020074,0,0,0,0,0
020075,0,0,0,0,0
020076,0,0,0,0,0
020077,0,0,0,0,0
020078,0,0,0,0,0
020079,0,0,0,0,0
020080,0,0,0,0,0
020081,0,0,0,0,0
020082,0,0,0,0,0
020083,0,0,0,0,0
020084,0,0,0,0,0
020085,0,0,0,0,0
020086,0,0,0,0,0
020087,0,0,0,0,0
020088,0,0,0,0,0
020089,0,0,0,0,0
020090,0,0,0,0,0
020091,0,0,0,0,0
020092,0,0,0,0,0
020093,0,0,0,0,0
020094,0,0,0,0,0
020095,0,0,0,0,0
020096,0,0,0,0,0
020097,0,0,0,0,0
020098,0,0,0,0,0
020099,0,0,0,0,0
020100,1,0,0,0,0
020101,0,0,0,0,0
020102,0,0,0,0,0
020103,0,0,0,0,0
020104,0,0,0,0,0
020105,0,0,0,0,0
020106,0,0,0,0,0
020107,0,0,0,0,0
020108,0,0,0,0,0
020109,0,0,0,0,0
020110,0,0,0,0,0
020112,0,0,0,0,0
020113,0,0,0,0,0
020114,0,0,0,0,0
020115,0,0,0,0,0
020116,0,0,0,0,0
020117,0,0,0,0,0
020118,0,0,0,0,0
020119,0,0,0,0,0
020120,0,0,0,0,0
020121,0,0,0,0,0
020122,0,0,0,0,0
020123,0,0,0,0,0
020124,1,0,0,1,0
020125,0,0,0,0,0
020126,0,0,0,0,0
020127,0,0,0,0,0
020128,0,0,0,0,0
020129,0,0,0,0,0
020130,0,0,0,0,0
020131,0,0,0,0,0
020132,0,0,0,0,0
020133,0,0,0,0,0
020134,0,0,0,0,0
020135,0,0,0,0,0
020136,0,0,0,0,0
020137,1,0,0,0,0
020138,0,0,0,0,0
020139,0,0,0,0,0
020140,0,0,0,0,0
020141,0,0,0,0,0
020142,0,0,0,0,0
020143,0,0,0,0,0
020144,1,0,0,0,0
020145,0,0,0,0,0
020146,0,0,0,0,0
020147,0,0,0,0,0
020148,0,0,0,0,0
020149,0,0,0,0,0
020150,0,0,0,0,0
020151,0,0,0,0,0
020152,0,0,0,0,0
020153,0,0,0,0,0
020154,0,0,0,0,0
020155,0,0,0,0,0
020156,0,0,0,0,0
020157,1,0,0,0,0
020158,0,0,0,0,0
020159,0,0,0,0,0
020160,0,0,0,0,0
020161,0,0,0,0,0
020162,0,0,0,0,0
020163,0,0,0,0,0
020164,0,0,0,0,0
020165,0,0,0,0,0
020166,0,0,0,0,0
020167,0,0,0,0,0
020168,0,0,0,0,0
020169,0,0,0,0,0
020170,0,0,0,0,0
020171,0,0,0,0,0
020172,0,0,0,0,0
020173,0,0,0,0,0
020174,0,0,0,0,0
020175,0,0,0,0,0
